uid,offence,date,jail,mode,conditions,fine,appeal
2024nwttc2_T-1-CR-2022-000215_1,cc_163.1(4),2024-04-04,20m,jail-consecutive,,,
2024nwttc4_T-1-CR-2022-002131_1,cc_320.13(2)#1,2023-12-12,18m,jail-consecutive,2y-probation,,
